DATETIME,NTU,NTU_z,NTU_z_lag0,NTU_z_lag1,NTU_z_lag2,NTU_z_lag3,NTU_z_lag4,NTU_z_lag5,NTU_z_lag6,NTU_z_lag7,NTU_z_lag8,NTU_z_lag9,NTU_z_lag10,NTU_z_lag11,NTU_z_lag12
2025-01-01 07:00:00,0.12,-0.5286205369360081,-0.5286205369360081,,,,,,,,,,,,
2025-01-01 09:00:00,0.12,-0.5286205369360081,-0.5286205369360081,-0.5286205369360081,,,,,,,,,,,
2025-01-01 11:00:00,0.12,-0.5286205369360081,-0.5286205369360081,-0.5286205369360081,-0.5286205369360081,,,,,,,,,,
2025-01-01 13:00:00,0.11,-0.5448461190939592,-0.5448461190939592,-0.5286205369360081,-0.5286205369360081,-0.5286205369360081,,,,,,,,,
2025-01-01 15:00:00,0.11,-0.5448461190939592,-0.5448461190939592,-0.5448461190939592,-0.5286205369360081,-0.5286205369360081,-0.5286205369360081,,,,,,,,
2025-01-01 17:00:00,0.11,-0.5448461190939592,-0.5448461190939592,-0.5448461190939592,-0.5448461190939592,-0.5286205369360081,-0.5286205369360081,-0.5286205369360081,,,,,,,
2025-01-01 19:00:00,0.11,-0.5448461190939592,-0.5448461190939592,-0.5448461190939592,-0.5448461190939592,-0.5448461190939592,-0.5286205369360081,-0.5286205369360081,-0.5286205369360081,,,,,,
2025-01-01 21:00:00,0.11,-0.5448461190939592,-0.5448461190939592,-0.5448461190939592,-0.5448461190939592,-0.5448461190939592,-0.5448461190939592,-0.5286205369360081,-0.5286205369360081,-0.5286205369360081,,,,,
2025-01-01 23:00:00,0.12,-0.5286205369360081,-0.5286205369360081,-0.5448461190939592,-0.5448461190939592,-0.5448461190939592,-0.5448461190939592,-0.5448461190939592,-0.5286205369360081,-0.5286205369360081,-0.5286205369360081,,,,
2025-01-02 01:00:00,0.12,-0.5286205369360081,-0.5286205369360081,-0.5286205369360081,-0.5448461190939592,-0.5448461190939592,-0.5448461190939592,-0.5448461190939592,-0.5448461190939592,-0.5286205369360081,-0.5286205369360081,-0.5286205369360081,,,
2025-01-02 03:00:00,0.12,-0.5286205369360081,-0.5286205369360081,-0.5286205369360081,-0.5286205369360081,-0.5448461190939592,-0.5448461190939592,-0.5448461190939592,-0.5448461190939592,-0.5448461190939592,-0.5286205369360081,-0.5286205369360081,-0.5286205369360081,,
2025-01-02 05:00:00,0.12,-0.5286205369360081,-0.5286205369360081,-0.5286205369360081,-0.5286205369360081,-0.5286205369360081,-0.5448461190939592,-0.5448461190939592,-0.5448461190939592,-0.5448461190939592,-0.5448461190939592,-0.5286205369360081,-0.5286205369360081,-0.5286205369360081,
2025-01-02 07:00:00,0.13,-0.5123949547780569,-0.5123949547780569,-0.5286205369360081,-0.5286205369360081,-0.5286205369360081,-0.5286205369360081,-0.5448461190939592,-0.5448461190939592,-0.5448461190939592,-0.5448461190939592,-0.5448461190939592,-0.5286205369360081,-0.5286205369360081,-0.5286205369360081
2025-01-02 09:00:00,0.13,-0.5123949547780569,-0.5123949547780569,-0.5123949547780569,-0.5286205369360081,-0.5286205369360081,-0.5286205369360081,-0.5286205369360081,-0.5448461190939592,-0.5448461190939592,-0.5448461190939592,-0.5448461190939592,-0.5448461190939592,-0.5286205369360081,-0.5286205369360081
2025-01-02 11:00:00,0.13,-0.5123949547780569,-0.5123949547780569,-0.5123949547780569,-0.5123949547780569,-0.5286205369360081,-0.5286205369360081,-0.5286205369360081,-0.5286205369360081,-0.5448461190939592,-0.5448461190939592,-0.5448461190939592,-0.5448461190939592,-0.5448461190939592,-0.5286205369360081
2025-01-02 13:00:00,0.13,-0.5123949547780569,-0.5123949547780569,-0.5123949547780569,-0.5123949547780569,-0.5123949547780569,-0.5286205369360081,-0.5286205369360081,-0.5286205369360081,-0.5286205369360081,-0.5448461190939592,-0.5448461190939592,-0.5448461190939592,-0.5448461190939592,-0.5448461190939592
2025-01-02 15:00:00,0.12,-0.5286205369360081,-0.5286205369360081,-0.5123949547780569,-0.5123949547780569,-0.5123949547780569,-0.5123949547780569,-0.5286205369360081,-0.5286205369360081,-0.5286205369360081,-0.5286205369360081,-0.5448461190939592,-0.5448461190939592,-0.5448461190939592,-0.5448461190939592
2025-01-02 17:00:00,0.11,-0.5448461190939592,-0.5448461190939592,-0.5286205369360081,-0.5123949547780569,-0.5123949547780569,-0.5123949547780569,-0.5123949547780569,-0.5286205369360081,-0.5286205369360081,-0.5286205369360081,-0.5286205369360081,-0.5448461190939592,-0.5448461190939592,-0.5448461190939592
2025-01-02 19:00:00,0.11,-0.5448461190939592,-0.5448461190939592,-0.5448461190939592,-0.5286205369360081,-0.5123949547780569,-0.5123949547780569,-0.5123949547780569,-0.5123949547780569,-0.5286205369360081,-0.5286205369360081,-0.5286205369360081,-0.5286205369360081,-0.5448461190939592,-0.5448461190939592
2025-01-02 21:00:00,0.1,-0.5610717012519102,-0.5610717012519102,-0.5448461190939592,-0.5448461190939592,-0.5286205369360081,-0.5123949547780569,-0.5123949547780569,-0.5123949547780569,-0.5123949547780569,-0.5286205369360081,-0.5286205369360081,-0.5286205369360081,-0.5286205369360081,-0.5448461190939592
2025-01-02 23:00:00,0.11,-0.5448461190939592,-0.5448461190939592,-0.5610717012519102,-0.5448461190939592,-0.5448461190939592,-0.5286205369360081,-0.5123949547780569,-0.5123949547780569,-0.5123949547780569,-0.5123949547780569,-0.5286205369360081,-0.5286205369360081,-0.5286205369360081,-0.5286205369360081
2025-01-03 01:00:00,0.11,-0.5448461190939592,-0.5448461190939592,-0.5448461190939592,-0.5610717012519102,-0.5448461190939592,-0.5448461190939592,-0.5286205369360081,-0.5123949547780569,-0.5123949547780569,-0.5123949547780569,-0.5123949547780569,-0.5286205369360081,-0.5286205369360081,-0.5286205369360081
2025-01-03 03:00:00,0.12,-0.5286205369360081,-0.5286205369360081,-0.5448461190939592,-0.5448461190939592,-0.5610717012519102,-0.5448461190939592,-0.5448461190939592,-0.5286205369360081,-0.5123949547780569,-0.5123949547780569,-0.5123949547780569,-0.5123949547780569,-0.5286205369360081,-0.5286205369360081
2025-01-03 05:00:00,0.12,-0.5286205369360081,-0.5286205369360081,-0.5286205369360081,-0.5448461190939592,-0.5448461190939592,-0.5610717012519102,-0.5448461190939592,-0.5448461190939592,-0.5286205369360081,-0.5123949547780569,-0.5123949547780569,-0.5123949547780569,-0.5123949547780569,-0.5286205369360081
2025-01-03 07:00:00,0.12,-0.5286205369360081,-0.5286205369360081,-0.5286205369360081,-0.5286205369360081,-0.5448461190939592,-0.5448461190939592,-0.5610717012519102,-0.5448461190939592,-0.5448461190939592,-0.5286205369360081,-0.5123949547780569,-0.5123949547780569,-0.5123949547780569,-0.5123949547780569
2025-01-03 09:00:00,0.12,-0.5286205369360081,-0.5286205369360081,-0.5286205369360081,-0.5286205369360081,-0.5286205369360081,-0.5448461190939592,-0.5448461190939592,-0.5610717012519102,-0.5448461190939592,-0.5448461190939592,-0.5286205369360081,-0.5123949547780569,-0.5123949547780569,-0.5123949547780569
2025-01-03 11:00:00,0.12,-0.5286205369360081,-0.5286205369360081,-0.5286205369360081,-0.5286205369360081,-0.5286205369360081,-0.5286205369360081,-0.5448461190939592,-0.5448461190939592,-0.5610717012519102,-0.5448461190939592,-0.5448461190939592,-0.5286205369360081,-0.5123949547780569,-0.5123949547780569
2025-01-03 13:00:00,0.11,-0.5448461190939592,-0.5448461190939592,-0.5286205369360081,-0.5286205369360081,-0.5286205369360081,-0.5286205369360081,-0.5286205369360081,-0.5448461190939592,-0.5448461190939592,-0.5610717012519102,-0.5448461190939592,-0.5448461190939592,-0.5286205369360081,-0.5123949547780569
2025-01-03 15:00:00,0.11,-0.5448461190939592,-0.5448461190939592,-0.5448461190939592,-0.5286205369360081,-0.5286205369360081,-0.5286205369360081,-0.5286205369360081,-0.5286205369360081,-0.5448461190939592,-0.5448461190939592,-0.5610717012519102,-0.5448461190939592,-0.5448461190939592,-0.5286205369360081
2025-01-03 17:00:00,0.11,-0.5448461190939592,-0.5448461190939592,-0.5448461190939592,-0.5448461190939592,-0.5286205369360081,-0.5286205369360081,-0.5286205369360081,-0.5286205369360081,-0.5286205369360081,-0.5448461190939592,-0.5448461190939592,-0.5610717012519102,-0.5448461190939592,-0.5448461190939592
2025-01-03 19:00:00,0.11,-0.5448461190939592,-0.5448461190939592,-0.5448461190939592,-0.5448461190939592,-0.5448461190939592,-0.5286205369360081,-0.5286205369360081,-0.5286205369360081,-0.5286205369360081,-0.5286205369360081,-0.5448461190939592,-0.5448461190939592,-0.5610717012519102,-0.5448461190939592
2025-01-03 21:00:00,0.11,-0.5448461190939592,-0.5448461190939592,-0.5448461190939592,-0.5448461190939592,-0.5448461190939592,-0.5448461190939592,-0.5286205369360081,-0.5286205369360081,-0.5286205369360081,-0.5286205369360081,-0.5286205369360081,-0.5448461190939592,-0.5448461190939592,-0.5610717012519102
2025-01-03 23:00:00,0.12,-0.5286205369360081,-0.5286205369360081,-0.5448461190939592,-0.5448461190939592,-0.5448461190939592,-0.5448461190939592,-0.5448461190939592,-0.5286205369360081,-0.5286205369360081,-0.5286205369360081,-0.5286205369360081,-0.5286205369360081,-0.5448461190939592,-0.5448461190939592
2025-01-04 01:00:00,0.12,-0.5286205369360081,-0.5286205369360081,-0.5286205369360081,-0.5448461190939592,-0.5448461190939592,-0.5448461190939592,-0.5448461190939592,-0.5448461190939592,-0.5286205369360081,-0.5286205369360081,-0.5286205369360081,-0.5286205369360081,-0.5286205369360081,-0.5448461190939592
2025-01-04 03:00:00,0.13,-0.5123949547780569,-0.5123949547780569,-0.5286205369360081,-0.5286205369360081,-0.5448461190939592,-0.5448461190939592,-0.5448461190939592,-0.5448461190939592,-0.5448461190939592,-0.5286205369360081,-0.5286205369360081,-0.5286205369360081,-0.5286205369360081,-0.5286205369360081
2025-01-04 05:00:00,0.13,-0.5123949547780569,-0.5123949547780569,-0.5123949547780569,-0.5286205369360081,-0.5286205369360081,-0.5448461190939592,-0.5448461190939592,-0.5448461190939592,-0.5448461190939592,-0.5448461190939592,-0.5286205369360081,-0.5286205369360081,-0.5286205369360081,-0.5286205369360081
2025-01-04 07:00:00,0.13,-0.5123949547780569,-0.5123949547780569,-0.5123949547780569,-0.5123949547780569,-0.5286205369360081,-0.5286205369360081,-0.5448461190939592,-0.5448461190939592,-0.5448461190939592,-0.5448461190939592,-0.5448461190939592,-0.5286205369360081,-0.5286205369360081,-0.5286205369360081
2025-01-04 09:00:00,0.14,-0.49616937262010574,-0.49616937262010574,-0.5123949547780569,-0.5123949547780569,-0.5123949547780569,-0.5286205369360081,-0.5286205369360081,-0.5448461190939592,-0.5448461190939592,-0.5448461190939592,-0.5448461190939592,-0.5448461190939592,-0.5286205369360081,-0.5286205369360081
2025-01-04 11:00:00,0.15,-0.4799437904621547,-0.4799437904621547,-0.49616937262010574,-0.5123949547780569,-0.5123949547780569,-0.5123949547780569,-0.5286205369360081,-0.5286205369360081,-0.5448461190939592,-0.5448461190939592,-0.5448461190939592,-0.5448461190939592,-0.5448461190939592,-0.5286205369360081
2025-01-04 13:00:00,0.12,-0.5286205369360081,-0.5286205369360081,-0.4799437904621547,-0.49616937262010574,-0.5123949547780569,-0.5123949547780569,-0.5123949547780569,-0.5286205369360081,-0.5286205369360081,-0.5448461190939592,-0.5448461190939592,-0.5448461190939592,-0.5448461190939592,-0.5448461190939592
2025-01-04 15:00:00,0.11,-0.5448461190939592,-0.5448461190939592,-0.5286205369360081,-0.4799437904621547,-0.49616937262010574,-0.5123949547780569,-0.5123949547780569,-0.5123949547780569,-0.5286205369360081,-0.5286205369360081,-0.5448461190939592,-0.5448461190939592,-0.5448461190939592,-0.5448461190939592
2025-01-04 17:00:00,0.12,-0.5286205369360081,-0.5286205369360081,-0.5448461190939592,-0.5286205369360081,-0.4799437904621547,-0.49616937262010574,-0.5123949547780569,-0.5123949547780569,-0.5123949547780569,-0.5286205369360081,-0.5286205369360081,-0.5448461190939592,-0.5448461190939592,-0.5448461190939592
2025-01-04 19:00:00,0.12,-0.5286205369360081,-0.5286205369360081,-0.5286205369360081,-0.5448461190939592,-0.5286205369360081,-0.4799437904621547,-0.49616937262010574,-0.5123949547780569,-0.5123949547780569,-0.5123949547780569,-0.5286205369360081,-0.5286205369360081,-0.5448461190939592,-0.5448461190939592
2025-01-04 21:00:00,0.11,-0.5448461190939592,-0.5448461190939592,-0.5286205369360081,-0.5286205369360081,-0.5448461190939592,-0.5286205369360081,-0.4799437904621547,-0.49616937262010574,-0.5123949547780569,-0.5123949547780569,-0.5123949547780569,-0.5286205369360081,-0.5286205369360081,-0.5448461190939592
2025-01-04 23:00:00,0.12,-0.5286205369360081,-0.5286205369360081,-0.5448461190939592,-0.5286205369360081,-0.5286205369360081,-0.5448461190939592,-0.5286205369360081,-0.4799437904621547,-0.49616937262010574,-0.5123949547780569,-0.5123949547780569,-0.5123949547780569,-0.5286205369360081,-0.5286205369360081
2025-01-05 01:00:00,0.12,-0.5286205369360081,-0.5286205369360081,-0.5286205369360081,-0.5448461190939592,-0.5286205369360081,-0.5286205369360081,-0.5448461190939592,-0.5286205369360081,-0.4799437904621547,-0.49616937262010574,-0.5123949547780569,-0.5123949547780569,-0.5123949547780569,-0.5286205369360081
2025-01-05 03:00:00,0.13,-0.5123949547780569,-0.5123949547780569,-0.5286205369360081,-0.5286205369360081,-0.5448461190939592,-0.5286205369360081,-0.5286205369360081,-0.5448461190939592,-0.5286205369360081,-0.4799437904621547,-0.49616937262010574,-0.5123949547780569,-0.5123949547780569,-0.5123949547780569
2025-01-05 05:00:00,0.13,-0.5123949547780569,-0.5123949547780569,-0.5123949547780569,-0.5286205369360081,-0.5286205369360081,-0.5448461190939592,-0.5286205369360081,-0.5286205369360081,-0.5448461190939592,-0.5286205369360081,-0.4799437904621547,-0.49616937262010574,-0.5123949547780569,-0.5123949547780569
2025-01-05 07:00:00,0.13,-0.5123949547780569,-0.5123949547780569,-0.5123949547780569,-0.5123949547780569,-0.5286205369360081,-0.5286205369360081,-0.5448461190939592,-0.5286205369360081,-0.5286205369360081,-0.5448461190939592,-0.5286205369360081,-0.4799437904621547,-0.49616937262010574,-0.5123949547780569
2025-01-05 09:00:00,0.13,-0.5123949547780569,-0.5123949547780569,-0.5123949547780569,-0.5123949547780569,-0.5123949547780569,-0.5286205369360081,-0.5286205369360081,-0.5448461190939592,-0.5286205369360081,-0.5286205369360081,-0.5448461190939592,-0.5286205369360081,-0.4799437904621547,-0.49616937262010574
2025-01-05 11:00:00,0.12,-0.5286205369360081,-0.5286205369360081,-0.5123949547780569,-0.5123949547780569,-0.5123949547780569,-0.5123949547780569,-0.5286205369360081,-0.5286205369360081,-0.5448461190939592,-0.5286205369360081,-0.5286205369360081,-0.5448461190939592,-0.5286205369360081,-0.4799437904621547
2025-01-05 13:00:00,0.12,-0.5286205369360081,-0.5286205369360081,-0.5286205369360081,-0.5123949547780569,-0.5123949547780569,-0.5123949547780569,-0.5123949547780569,-0.5286205369360081,-0.5286205369360081,-0.5448461190939592,-0.5286205369360081,-0.5286205369360081,-0.5448461190939592,-0.5286205369360081
2025-01-05 15:00:00,0.12,-0.5286205369360081,-0.5286205369360081,-0.5286205369360081,-0.5286205369360081,-0.5123949547780569,-0.5123949547780569,-0.5123949547780569,-0.5123949547780569,-0.5286205369360081,-0.5286205369360081,-0.5448461190939592,-0.5286205369360081,-0.5286205369360081,-0.5448461190939592
2025-01-05 17:00:00,0.12,-0.5286205369360081,-0.5286205369360081,-0.5286205369360081,-0.5286205369360081,-0.5286205369360081,-0.5123949547780569,-0.5123949547780569,-0.5123949547780569,-0.5123949547780569,-0.5286205369360081,-0.5286205369360081,-0.5448461190939592,-0.5286205369360081,-0.5286205369360081
2025-01-05 19:00:00,0.11,-0.5448461190939592,-0.5448461190939592,-0.5286205369360081,-0.5286205369360081,-0.5286205369360081,-0.5286205369360081,-0.5123949547780569,-0.5123949547780569,-0.5123949547780569,-0.5123949547780569,-0.5286205369360081,-0.5286205369360081,-0.5448461190939592,-0.5286205369360081
2025-01-05 21:00:00,0.11,-0.5448461190939592,-0.5448461190939592,-0.5448461190939592,-0.5286205369360081,-0.5286205369360081,-0.5286205369360081,-0.5286205369360081,-0.5123949547780569,-0.5123949547780569,-0.5123949547780569,-0.5123949547780569,-0.5286205369360081,-0.5286205369360081,-0.5448461190939592
2025-01-05 23:00:00,0.11,-0.5448461190939592,-0.5448461190939592,-0.5448461190939592,-0.5448461190939592,-0.5286205369360081,-0.5286205369360081,-0.5286205369360081,-0.5286205369360081,-0.5123949547780569,-0.5123949547780569,-0.5123949547780569,-0.5123949547780569,-0.5286205369360081,-0.5286205369360081
2025-01-06 01:00:00,0.12,-0.5286205369360081,-0.5286205369360081,-0.5448461190939592,-0.5448461190939592,-0.5448461190939592,-0.5286205369360081,-0.5286205369360081,-0.5286205369360081,-0.5286205369360081,-0.5123949547780569,-0.5123949547780569,-0.5123949547780569,-0.5123949547780569,-0.5286205369360081
2025-01-06 03:00:00,0.12,-0.5286205369360081,-0.5286205369360081,-0.5286205369360081,-0.5448461190939592,-0.5448461190939592,-0.5448461190939592,-0.5286205369360081,-0.5286205369360081,-0.5286205369360081,-0.5286205369360081,-0.5123949547780569,-0.5123949547780569,-0.5123949547780569,-0.5123949547780569
2025-01-06 05:00:00,0.13,-0.5123949547780569,-0.5123949547780569,-0.5286205369360081,-0.5286205369360081,-0.5448461190939592,-0.5448461190939592,-0.5448461190939592,-0.5286205369360081,-0.5286205369360081,-0.5286205369360081,-0.5286205369360081,-0.5123949547780569,-0.5123949547780569,-0.5123949547780569
